0.00163864,0.00169534,0.00158577,0.00155558,0.00103415,0.000542107,0.000739511,0.000754269,0.000871589,0.00108005,0.00115502,0.00097636
0.0972124,0.107015,0.10347,0.100061,0.0955526,0.0868145,0.0802773,0.0736332,0.0647295,0.0669082,0.0796801,0.0936289
0.0542823,0.0664508,0.0667807,0.0388421,0.0456489,0.0660499,0.0779429,0.075192,0.060538,0.0445857,0.0365064,0.0376119
0.0423093,0.046233,0.0458281,0.0393704,0.0433657,0.0570125,0.0653686,0.0639674,0.0485719,0.0304132,0.013254,0.00594023
0.0377813,0.0366278,0.0336351,0.0279975,0.0198019,0.0202947,0.0146153,0.00987405,0.00686479,0.00127242,0.0038433,0.00148306
0.0145517,0.00994744,0.00763424,0.00579392,0.00282027,0.00359225,0.00379476,0.0020275,0.000885056,0.00133691,0.000797209,0.000732691
0.00172512,0.000943159,0.000711819,0.00092603,0.00120899,0.00153678,0.000769651,0.0011326,0.000500224,0.000466843,0.000278706,0.00025191
0.00117724,0.000706763,0.000182957,0.000697299,0.00110102,0.00122705,0.00111891,0.000666332,0.000324114,0.000414444,0.000336944,0.000221649
0.00137839,0.000469174,0.000313334,0.000512912,0.000442269,0.000581864,0.00046688,5.69979e-5,0.000291031,0.000284632,0.000202323,0.000273299
0.000941456,0.000648489,0.000532911,0.000353681,0.00038351,0.000421045,0.000435288,0.000281482,0.000341237,0.000318959,0.000280783,0.000346744
0.00201416,0.00286586,0.00286012,0.00259284,0.00135482,0.000548758,0.00198813,0.0018093,0.0020897,0.00199129,0.00200994,0.00223821
0.0947795,0.102298,0.0951936,0.0933433,0.0938093,0.0844937,0.0838024,0.0822847,0.0732481,0.077071,0.0838359,0.0926189
0.0471005,0.0717199,0.0750144,0.0482578,0.0522365,0.0588404,0.0907739,0.081463,0.0548371,0.0171468,0.0249285,0.0278281
0.0402529,0.0526771,0.0459346,0.0358969,0.0428307,0.0586926,0.0603331,0.0598206,0.0427571,0.0213654,0.0169,0.018532
0.0402267,0.0370039,0.0363028,0.0274338,0.0229116,0.0251348,0.0156908,0.0116794,0.011718,0.0180498,0.0150348,0.010514
0.0181117,0.011506,0.012,0.00618423,0.00945403,0.0130604,0.00707625,0.00273374,0.00549948,0.0155084,0.0189949,0.00778778
0.0102761,0.00584808,0.00409221,0.00441924,0.00945021,0.0103072,0.00511987,0.00555044,0.00833618,0.0139229,0.00822001,0.00784054
0.00935929,0.00604267,0.0135571,0.00810842,0.0179837,0.0323488,0.0170516,0.00533204,0.00878097,0.0128626,0.0166291,0.00971963
0.00850763,0.00671105,0.014438,0.0146471,0.00803137,0.0134119,0.00807729,0.00728765,0.011685,0.0133498,0.0176897,0.00716184
0.001636,0.00099582,0.000642641,0.000581255,0.00020827,0.000336636,0.000387901,0.000264024,0.000639518,0.000834809,0.000807401,0.000734311
0.00188223,0.00147389,0.00143768,0.00162083,0.00086848,0.000454452,0.000759587,0.000603301,0.000817365,0.000987811,0.000956634,0.000801221
0.0901705,0.0985627,0.0978343,0.0937635,0.0893231,0.0824946,0.075619,0.0683352,0.0602283,0.0604282,0.0749287,0.0892501
0.0548055,0.0674166,0.067789,0.040779,0.0472662,0.0672003,0.0777854,0.0742898,0.0596426,0.044487,0.037609,0.0390719
0.0422692,0.0463002,0.046132,0.0392527,0.0433424,0.0576415,0.0665163,0.0655423,0.0499258,0.0314019,0.013364,0.00604524
0.0383124,0.0373796,0.0344798,0.0288,0.0207028,0.0214115,0.0155856,0.0108128,0.0074239,0.00154084,0.00409101,0.00158932
0.015202,0.0106053,0.00816824,0.00618458,0.00281709,0.00369096,0.00391222,0.00207413,0.000978578,0.00140561,0.000848571,0.000740741
0.00188203,0.000973835,0.000718941,0.000955838,0.00122175,0.00157839,0.000796175,0.00114916,0.00050865,0.000472592,0.000277395,0.00025771
0.00115662,0.000708267,0.000187268,0.000693237,0.0011195,0.00124283,0.00112173,0.00068492,0.000318648,0.000406317,0.000336822,0.000228229
0.0013858,0.000475319,0.000319957,0.000513874,0.000476037,0.000611637,0.000492595,6.09115e-5,0.000302644,0.000301514,0.000209846,0.000276157
0.000949883,0.000574086,0.000503038,0.000326213,0.000365355,0.000407543,0.000445789,0.000260311,0.000340108,0.000311148,0.000252836,0.000311354
0.002092,0.0026492,0.00284058,0.00250986,0.00132879,0.000429902,0.00180618,0.00177025,0.0019746,0.00204823,0.00202811,0.00261861
0.0860825,0.0930308,0.090621,0.0870942,0.0841226,0.0786665,0.0760495,0.0734812,0.0665259,0.0696855,0.0751569,0.0841584
0.0462839,0.072398,0.0756933,0.0495288,0.0534989,0.0600438,0.09,0.0795187,0.0544522,0.0207248,0.0247604,0.0283674
0.0400831,0.0533846,0.0465859,0.0359056,0.0433916,0.0602405,0.0620483,0.0608622,0.0432594,0.0206393,0.0166878,0.0188277
0.0406328,0.0380026,0.0368219,0.0279071,0.0231996,0.0259142,0.0166919,0.0126662,0.012778,0.0182983,0.0144716,0.0108731
0.0186157,0.0121059,0.01236,0.00649458,0.00960308,0.0132788,0.00690366,0.00293871,0.00550883,0.0156702,0.0194996,0.00822
0.0102768,0.0057564,0.00427032,0.00420686,0.00925329,0.0101285,0.00507017,0.00521451,0.00814441,0.0138323,0.00758968,0.00752116
0.0092274,0.00814499,0.0135254,0.00978413,0.0162304,0.0312744,0.0179807,0.006797,0.010681,0.0137961,0.0162544,0.00774257
0.00869397,0.00817657,0.0152846,0.0137679,0.00832933,0.0138446,0.00851392,0.00660874,0.0117616,0.0143637,0.0182521,0.0108
0.00176443,0.00101833,0.000747078,0.000895865,0.000707536,0.000603899,0.000525935,0.000288195,0.000862749,0.00125734,0.00125404,0.000998326
0.00174099,0.00136375,0.00128299,0.0015311,0.000797953,0.000376719,0.000704169,0.000513575,0.000754055,0.00090892,0.000843763,0.000696631
0.0808701,0.0881904,0.0887563,0.0841513,0.0792707,0.0734717,0.0671345,0.0601553,0.0513669,0.0498733,0.0637733,0.0770206
0.0556089,0.0680094,0.0688731,0.0428739,0.0484637,0.0679674,0.0777482,0.073661,0.0586459,0.0438121,0.0380506,0.0403751
0.0420134,0.0465485,0.046337,0.0391234,0.0431308,0.0580399,0.0678204,0.0671291,0.0513497,0.032438,0.01385,0.0059589
0.0387668,0.0381134,0.0352816,0.0295873,0.0215969,0.0225337,0.0166578,0.0118117,0.00801971,0.00191236,0.00432308,0.00162688
0.0158735,0.0112687,0.00873115,0.00658104,0.00280658,0.00380156,0.00400586,0.00209649,0.00105681,0.00146416,0.000899081,0.000747689
0.00205469,0.00101901,0.000740142,0.000990886,0.00124471,0.00161669,0.000809622,0.00116568,0.000527331,0.000490256,0.000275355,0.000262827
0.00113306,0.000713302,0.000198537,0.000690529,0.00113534,0.00124323,0.00112973,0.000697552,0.000307249,0.000402324,0.000338775,0.000229993
0.00139225,0.000495469,0.000309234,0.000535175,0.000498184,0.000634307,0.000500914,7.6509e-5,0.000311123,0.000309861,0.000223563,0.000276691
0.000965431,0.000525858,0.000461312,0.000367842,0.000374241,0.000395528,0.000436108,0.00023907,0.000329927,0.000292104,0.000237519,0.000304274
0.00210789,0.00232147,0.00241625,0.00209775,0.00118777,0.000687687,0.00145645,0.0014526,0.00163655,0.001673,0.00191569,0.00240642
