0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.4929,-0.881841,-0.787509,0.75195,-0.192941,0.286742,-0.563792,0.571491,-0.00638318,0.187528,0.146201,-0.0517508,-0.0686145,-0.0199577,-0.0658765,-0.105621,-0.024006,-0.156458,-0.130724,-0.207753
-2.65813,2.48662,0.235318,0.304386,-0.212894,0.133128,-0.149012,-0.0953059,-0.289052,-0.178628,-0.123978,-0.0443599,-0.121966,-0.132871,-0.147469,-0.0801082,-0.126566,-0.0308948,-0.170801,-0.0309445
-6.99597,1.96246,1.78928,1.06658,0.649243,0.74659,0.706426,0.392464,0.38286,0.492938,0.179778,0.272773,0.0785042,0.131668,0.0387955,0.143328,0.202453,0.200796,-0.0683971,-0.136002
-9.28059,1.70583,1.92573,1.18231,0.529476,0.617861,0.667389,0.351698,0.138126,0.38795,-0.00693523,0.105731,0.304237,0.144938,-0.154465,0.197161,0.604865,0.513851,0.222267,-0.00287597
-10.3034,1.52193,1.97229,1.10203,0.67008,0.844149,0.718055,0.242415,0.225703,0.453752,0.0644512,0.147336,0.205711,0.144461,-0.0389962,0.417859,0.61814,0.476545,0.158919,-0.0490737
-12.2004,2.26038,2.23748,1.18987,1.00942,0.746185,0.748998,0.296893,-0.33102,0.588765,0.365607,0.346897,0.266723,0.00822887,0.075343,0.363303,0.238355,0.0640171,-0.0918946,-0.0600284
-16.5305,4.12862,2.27423,1.07741,0.794748,0.771753,0.779033,0.215074,-0.0429284,0.291663,0.224924,0.286828,0.0213158,0.20579,0.159524,0.232028,0.0920556,-0.0871157,0.0493867,0.12963
-21.4047,4.86273,2.31303,1.10061,1.53285,0.575855,1.20064,-0.0159952,0.477205,0.749209,0.238859,0.30939,0.152804,0.0174317,0.0438534,-0.127727,-0.00701164,0.486647,-0.0762625,0.44139
-22.533,4.77771,2.50611,1.13921,1.3422,0.682205,1.15204,-0.161729,0.465674,0.507129,0.267728,0.276428,0.175941,0.143414,0.0991142,-0.233761,-0.352844,0.466871,-0.0515024,0.26634
-23.2924,4.0828,2.38033,1.29537,1.24338,0.833275,1.60349,-0.108587,0.185429,0.420393,0.322614,-0.0665241,-0.140417,0.282319,0.080875,-0.36099,-0.0105572,0.753562,-0.0941017,0.0714227
-24.8238,4.09529,2.69919,0.804181,1.13615,0.851466,1.00948,-0.10237,0.885625,0.80757,0.290476,-0.114796,-0.193551,0.102761,-0.0205557,-0.112355,-0.0231304,0.738025,0.178456,0.136836
-25.7816,3.72097,2.57984,0.753497,1.10806,1.02254,1.13572,-0.0686338,0.727126,0.521751,-0.00565564,-0.0636034,0.0148465,0.236737,0.213874,-0.277861,-0.322645,0.400447,0.118056,0.223423
-25.2416,4.04766,2.82067,0.673199,0.864071,1.10028,1.2743,0.0245181,0.444419,0.348482,-0.0229843,0.0231889,0.166257,0.274224,0.142082,-0.258172,-0.275966,0.412472,0.141695,0.115584
-24.5621,3.85754,2.50077,0.831763,0.938823,0.676125,1.32887,0.0779057,0.332818,0.499963,0.21445,-0.108669,0.199465,0.426422,0.0686408,-0.251618,-0.0896462,0.329901,0.0283039,0.0981639
-24.7487,3.75653,2.07238,0.854093,1.28982,0.569416,0.93826,0.580166,0.922349,0.634265,0.473589,0.132218,-0.325618,-0.321925,-0.247164,0.0973715,0.238964,0.205498,-0.165309,-0.148137
-25.8412,3.32602,2.44723,0.712766,0.606519,0.531694,1.15679,0.182096,0.850448,0.621214,0.33754,-0.0183568,-0.0693775,0.564948,0.114767,0.189471,0.0400456,0.129532,0.170456,0.329939
-26.2868,2.9111,2.35731,0.817811,0.792215,0.799464,1.28227,0.541241,0.97313,0.731205,0.218619,-0.191587,-0.229783,0.502968,-0.0322985,-0.215963,-0.0831317,0.287807,0.267893,0.0271122
-17.9438,-0.627562,1.95255,1.411,-0.173039,0.237143,0.253391,0.105409,0.672449,-0.261128,0.0694415,0.269025,0.712147,0.245539,-0.197581,0.383821,0.155719,-0.183246,0.0975365,0.0379251
-10.0283,-1.69664,1.01258,1.12366,-0.29072,0.189835,-0.068928,-0.0381631,0.252315,-0.0492395,0.153668,-0.0440919,0.367682,0.376664,0.429057,0.767595,0.227447,-0.561936,-0.245939,0.107967
-11.7359,-2.03002,0.25648,1.41977,-0.410704,0.194178,-0.0715378,0.473301,0.350451,0.463895,0.474489,0.530447,0.161751,0.194931,0.158021,0.633167,0.45593,-0.228636,0.0307573,-0.0977777
-13.8316,-1.1072,0.161739,1.93006,-0.0875184,0.698876,0.071759,0.409939,0.352725,0.518844,0.186876,0.505157,0.105465,0.131393,0.110771,0.411254,0.134766,-0.0535213,0.00230412,-0.326551
-2.51379,2.36872,0.0818861,0.231734,-0.148818,0.13033,-0.224859,-0.156867,-0.456172,-0.187019,-0.20779,-0.0809408,-0.0678823,-0.0555662,-0.207206,-0.352574,0.0217605,0.00224714,-0.164124,0.00656579
-4.31311,1.37748,1.1406,0.482418,0.899978,0.706432,0.512652,0.415118,0.288542,0.151313,0.0345972,0.215768,0.168504,0.40681,-0.00044258,0.138304,0.0238926,0.0512626,-0.377913,0.0660504
-5.26321,1.19156,1.37127,0.780149,0.309944,0.32659,0.429263,0.425802,0.0384888,0.198252,0.168402,0.323331,-0.0327256,-0.0180078,0.172156,0.384525,-0.0886509,0.0620089,0.207983,0.197571
-6.29716,0.533568,1.33373,0.948598,0.689611,0.645165,0.562618,0.230118,0.0461477,0.270488,0.139565,0.248529,0.104179,0.399818,0.223965,0.164141,-0.100449,0.305233,0.351885,0.109643
-7.22777,0.286303,1.67338,0.996783,0.42056,0.742299,0.653039,0.36599,0.378441,0.141134,0.135452,0.273239,0.224368,0.381809,0.331529,0.205413,-0.0155468,0.0474129,-0.18401,0.0609116
-7.8941,0.863752,1.02522,0.284927,0.621953,0.838801,0.576647,0.495561,0.0561829,0.358809,0.161477,0.0948209,-0.0116155,0.230886,0.0238171,0.278923,0.097101,0.339492,-0.195158,-0.0721461
-8.84281,0.755241,1.83225,0.081357,0.859964,0.872073,0.408848,0.350278,0.270527,0.450949,0.271802,0.243125,0.103696,0.0689401,-0.16919,0.37982,0.210139,0.0164887,-0.293251,0.149996
-8.23507,0.166343,1.85406,0.590607,0.0842549,0.778843,0.697817,0.222711,0.280959,0.301098,0.34292,0.212152,0.0267848,0.039976,-0.334809,0.362341,0.246319,-0.0667273,-0.0536409,-0.158577
