,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"D:\Users\NewUsername\Documents\Uni\Year 3\DMIS Year 3\Music Curation and Analytics\The_Unforgiven.mid",35.0, 9.0, 53.0, 2.0, 59.0, 6.215, 52.0, 9.0, 7.0, 11.27, 0.0
