-30.6471,-0.37327,0.0477532,0.223632,0.253174,0.0475523,0.231282,-0.300474,0.576685,-0.14013,-0.0845536,-0.0929967,-0.280525,-0.0369189,0.109727,-0.149374,-0.364121,0.133949,0.113398,-0.394331
-22.3276,1.77931,1.02887,0.76754,0.602261,0.399632,0.411845,-0.0229311,-0.158139,-0.224658,-0.0432038,0.17718,0.0390713,-0.0268627,-0.0622227,0.0420316,-0.12371,-0.178661,-0.137765,-0.220694
-19.5576,2.29843,1.18983,1.02067,0.356877,0.114981,0.316448,0.561967,-0.165242,-0.0238099,0.11103,0.329265,-0.0111197,-0.0764363,-0.362391,-0.167715,-0.10177,0.29536,-0.0548066,-0.236785
-18.617,2.14656,1.31382,0.947567,0.784106,-0.0254946,0.222054,0.545835,0.288983,0.108203,-0.0435317,0.449143,0.101105,-0.394899,-0.0194426,-0.124367,0.121586,0.210175,0.0513734,-0.10511
-18.4317,2.34092,1.03526,0.93025,0.36701,0.321285,0.365462,0.41598,0.260659,0.252842,-0.169134,0.0514622,-0.119925,-0.0229318,-0.0876112,-0.350674,0.00462458,0.0918609,-0.106101,-0.128701
-14.2857,2.44661,0.679427,0.342809,0.524227,0.0945814,-0.0874223,-0.394991,-0.107182,0.1013,-0.548856,0.16064,0.162498,-0.254146,-0.122068,0.0404394,0.102855,-0.0168025,-0.370269,0.26427
-12.9179,2.44895,0.769261,0.320356,0.206437,-0.0208651,-0.143755,-0.230164,-0.0630008,-0.0804909,-0.642767,-0.134976,-0.00204495,-0.503132,-0.130395,0.355412,0.272449,0.0170246,-0.292104,0.10531
-9.36116,1.42613,0.883027,0.805259,0.727785,-0.315874,0.248131,-0.284426,0.312834,0.0458989,-0.516398,0.63189,0.148844,-0.405772,-0.605788,-0.102301,0.052053,0.139996,-0.261629,0.138724
-7.91771,0.902644,1.02148,0.799376,0.307557,-0.361914,0.335719,-0.321359,0.0741891,0.101432,-0.462502,0.193642,0.0780554,-0.35655,-0.270282,0.14574,0.0417759,0.0231362,-0.328058,-0.0389058
-8.84721,1.11362,1.06869,0.743551,0.201812,-0.235995,0.216349,-0.102941,0.0708719,0.318622,-0.526306,-0.077285,-0.208222,-0.132238,-0.289191,-0.180594,-0.162715,0.0229141,-0.107577,0.151566
-9.76634,1.56543,0.792329,1.16974,0.369681,-0.167682,-0.00571946,-0.345679,-0.077245,0.2918,-0.663922,0.0148033,-0.166346,0.00624325,-0.39681,-0.147003,-0.1668,-0.0795737,-0.229901,0.172602
-10.6583,2.07327,0.898626,1.07325,0.304923,-0.235079,0.0921231,-0.275251,-0.244449,0.393959,-0.791303,-0.097944,0.119109,-0.10132,-0.504203,-0.178753,-0.0853364,0.0211586,-0.287741,0.0093786
-11.0635,2.60163,0.496492,1.04443,0.259287,-0.198818,-0.00130832,-0.271431,-0.113446,0.320683,-0.889978,-0.0485883,0.172415,-0.0421138,-0.429051,-0.256342,-0.111861,0.0580393,-0.231302,0.0140287
-11.7578,3.01432,0.411706,0.991575,0.370814,-0.419461,0.0528356,-0.0755799,-0.298221,0.394341,-0.99262,-0.0853981,0.206854,0.00269574,-0.360069,-0.412678,-0.1555,0.0446275,-0.128375,0.00449959
-12.0685,3.35358,0.158008,0.936884,0.402677,-0.257866,0.134501,-0.176123,-0.265034,0.359959,-0.709169,-0.26734,0.153053,-0.098905,-0.362414,-0.186952,-0.212117,0.123538,-0.214057,0.00245619
-12.3023,3.4765,0.247434,0.863404,0.344416,-0.33978,0.246329,-0.15876,-0.368731,0.373265,-0.761516,-0.0572667,0.107913,-0.155873,-0.286645,-0.212411,-0.0116026,0.080801,-0.316356,-0.0299837
